participant_id	purdue_dh_avg	purdue_ndh_avg	purdue_both_avg	purdue_dh_ndh_both_avg	purdue_assembly_avg	ran_tot_acc	ran_tot_rt	reading_text_acc	reading_text_rt	cvlt_tot_imm	cvlt_tot_recall	spelling_regular_acc	spelling_irregular_acc	spelling_pseudo_acc	spelling_tot_acc	spoon_acc	spoon_rt_manual	regular_acc	irregular_acc	pseudo_acc	regular_rt	irregular_rt	pseudo_rt	non_word_rep_span	non_word_rep_acc	phon_suppr_acc	phon_suppr_rt_manual	wordreading	apm_corr	apm_incorr	apm_rt	alerting	orienting	reorienting	inhibition	rtt_sub_corr	rtt_sub_incorr	rtt_sub_rt	finger_tapping_dominant	finger_tapping_nondominant	digit_for_span	digit_back_span	rtt_sum_corr	rtt_sum_incorr	rtt_sum_rt	corsi_back_span	brocanto_corr1	brocanto_incorr1	brocanto_rt1	brocanto_corr2	brocanto_incorr2	brocanto_rt2	brocanto_corr3	brocanto_incorr3	brocanto_rt3	mlat5_corr	mlat5_incorr	mlat5_rt	cvlt_long_corr	cvlt_long_incorr	cvlt_long_rt	artgram_corr	artgram_incorr	artgram_rt	corsi_for_span	amma_tonal	amma_rhythm	amma_total	hindi_score_weighted	brocanto	arith	fingertap	span_visual	span_verbal
sub-pp044	14.33333333	13.0	11.33333333	38.66666667	38.66666667	297.0	26.39333333333333	596.0	117.2	62.0	72.0	10	8	9	27	46	191.42	56	51	56	7.1275	9.543333333	7.88	4.0	43.0	17	90.98	54.333333333333336	15.0	5.0	64230.14499999955	16.185987347843366	47.24033430719328	33.3617021141323	37.03634808260188	29.0	1.0	1991.00853333224	71.2	62.6	9	8	40.0	0.0	1913.084999998659	9.0	26.0	13.0	2158.943589740839	29.0	11.0	2288.479999998957	33.0	7.0	2805.415000000596	19.0	5.0	4566.712499999751	41.0	3.0	2220.25227274678	10.0	2.0	56961.09999999652	9.0	18	18	36	493.0	88.0	69.0	66.9	18.0	17
sub-pp045	12.33333333	12.0	10.0	34.33333333	28.0	297.0	30.501666666666665	582.0	131.03	62.0	71.0	10	3	1	14	37	629.69	55	47	43	11.54	15.05333333	24.085	2.0	27.0	17	116.57	48.333333333333336	8.0	9.0	73261.5294117647	46.425556278031536	-7.559761282059753	5.02617946426119	50.16906475077428	16.0	1.0	3518.5882352941176	45.4	47.8	5	4	31.0	0.0	2891.4193548387098	6.0	16.0	23.0	2924.948717948718	19.0	19.0	3277.0263157894738	18.0	21.0	3291.538461538461	11.0	13.0	8926.708333333334	37.0	7.0	2656.40227271481	7.0	4.0	81455.27272727272	5.0	8	12	20	315.0	53.0	47.0	46.6	11.0	9
sub-pp046	12.0	10.66666667	8.333333333	31.0	29.33333333	294.0	27.78833333333333	590.0	107.47	75.0	88.0	9	7	8	24	45	174.42	55	52	52	8.44	10.59	11.635	4.0	51.0	19	86.81	53.0	13.0	10.0	25729.23478264394	20.72031407050269	44.964157856351335	40.27833856758866	60.74171537922308	28.0	1.0	2020.5896551691253	60.0	57.0	9	8	41.0	0.0	2062.721951205556	7.0	25.0	15.0	2714.1975000202656	29.0	11.0	2484.884999996424	26.0	12.0	2378.35526319554	22.0	2.0	3745.058333327373	44.0	0.0	1647.0431818311863	8.0	4.0	45656.74166663488	7.0	18	18	36	467.0	80.0	69.0	58.5	14.0	17
sub-pp048	14.33333333	15.0	11.33333333	40.33333333	40.0	297.0	25.855	596.0	93.1	79.0	92.0	8	8	6	22	40	130.28	56	50	55	6.6025	9.46	11.2325	4.0	47.0	19	82.53	53.66666666666666	16.0	7.0	53828.90000000013	28.70571817243644	62.007838505315135	21.596481876332632	75.30618336886994	22.0	0.0	2694.152590908752	66.6	53.4	7	3	32.0	0.0	2721.274999999907	9.0	23.0	17.0	1805.694999999553	20.0	20.0	2125.3624999998137	23.0	16.0	2385.9615384615386	21.0	3.0	3571.154166666325	41.0	3.0	1411.5681818181818	12.0	0.0	43421.04166666698	7.0	20	18	38	327.0	66.0	54.0	60.0	16.0	10
sub-pp050	14.66666667	13.33333333	11.33333333	39.33333333	45.33333333	292.0	25.106666666666666	594.0	122.44	74.0	90.0	9	5	8	22	42	183.91	48	49	49	6.4525	8.353333333	11.5975	3.0	41.0	18	104.84	48.66666666666666	13.0	4.0	72892.464705916	19.86167945439041	43.47476316198168	-1.4053751399775931	72.70721671809866	28.0	1.0	2036.6758620738983	95.8	79.2	6	5	36.0	3.0	1936.4025640854468	8.0				27.0	13.0	2592.759999984503	28.0	12.0	2649.612500011921	20.0	4.0	5436.583333333333				10.0	2.0	35420.98333332936	7.0	15	14	29	348.0		64.0	87.5	15.0	11
sub-pp052	12.33333333	12.33333333	9.333333333	34.0	20.0	297.0	30.105	594.0	105.37	73.0	88.0	6	5	4	15	44	453.46	56	50	50	7.1175	9.843333333	11.2925	2.0	28.0	12	134.65	52.0	6.0	17.0	29964.37391304314	31.42099948558064	61.81850402669392	26.805707290768623	42.726062790427534	23.0	4.0	2211.904851852128	56.4	59.4	5	5	39.0	1.0	2058.6324999999256	6.0	17.0	22.0	2947.764102563978	23.0	15.0	2829.784210526433	30.0	9.0	2515.7794871794013	19.0	5.0	4684.716666666635	43.0	1.0	1561.9090908332305	10.0	1.0	80528.71818181821	7.0	13	12	25	315.0	70.0	62.0	57.9	13.0	10
sub-pp053	14.0	15.0	13.66666667	42.66666667	45.33333333	299.0	23.48333333333333	594.0	88.0	89.0	104.0	9	7	8	24	44	146.48	56	50	55	6.615	9.87	7.85	4.0	60.0	19	64.68	53.66666666666666	13.0	10.0	43892.03478260403	7.627561491805068	44.03419989599797	17.665769229215698	60.54751131367431	33.0	0.0	1801.927272726189	79.2	69.8	9	8	44.0	2.0	1641.382608697466	9.0	28.0	12.0	2166.205000001937	32.0	8.0	2507.0499999977646	25.0	14.0	2414.6025641033284	21.0	3.0	4763.85416666915	43.0	1.0	1430.7136363658035	10.0	2.0	43746.91666666418	9.0	6	9	15	416.0	85.0	77.0	74.5	18.0	17
sub-pp054	12.0	12.66666667	11.0	35.66666667	33.33333333	294.0	24.468333333333334	590.0	91.22	74.0	90.0	8	3	6	17	44	212.97	56	52	52	7.8125	8.64	13.3775	4.0	44.0	18	74.28	53.333333333333336	8.0	15.0	29146.695652172617	52.92328333562682	8.788126843657835	9.29646017699116	38.61556514497693	28.0	2.0	1966.0866666674613	72.0	61.0	7	6	38.0	1.0	2024.0205128204364	8.0	19.0	20.0	2405.312820513661	18.0	22.0	1466.9875	19.0	21.0	1350.462500000745	20.0	4.0	2532.712499999752	43.0	1.0	1733.8863636363635	6.0	6.0	17173.31666666642	7.0	18	16	34	515.0	56.0	66.0	66.5	15.0	13
sub-pp067	15.33333333	14.0	12.66666667	42.0	44.0	297.0	19.03	594.0	67.03	85.0	101.0	9	5	6	20	45	129.1	55	52	50	4.555	6.916666667	6.175	4.0	39.0	19	83.5	52.333333333333336	15.0	4.0	68782.05263157895	6.994203114886773	59.77992151732025	1.008881118883437	53.53071428569496	26.0	2.0	2050.4821428571427	96.6	70.4	9	6	37.0	5.0	1887.721833332996	7.0	21.0	17.0	3036.607894736881	30.0	10.0	2973.0949999998325	38.0	2.0	2846.8624999998137	23.0	1.0	3064.458333333489	43.0	1.0	1823.0340909090485	9.0	3.0	34752.466666667104	7.0	25	26	51	399.0	89.0	63.0	83.5	14.0	15
sub-pp068	14.0	13.33333333	11.33333333	38.66666667	36.0	284.0	29.986666666666665	590.0	81.69	72.0	87.0	9	9	7	25	48	184.15	56	50	55	5.3975	8.246666667	8.2025	4.0	50.0	20	95.78	53.66666666666666	13.0	7.0	61790.58999997973	6.27684253072357	81.89119047890233	48.36231884391725	58.02323087343717	22.0	1.0	2574.0260869627414	61.4	53.6	8	8	33.0	0.0	2669.0727272611675	6.0	21.0	17.0	3064.1947368383408	26.0	11.0	3452.9432432458207	28.0	11.0	3628.4333333143823	19.0	5.0	4979.416666671634	36.0	8.0	2278.8931818198075	11.0	1.0	47295.19166666269	7.0	33	32	65	351.0	75.0	55.0	57.5	13.0	16
sub-pp069	15.0	13.66666667	12.66666667	41.33333333	44.0	288.0	27.558333333333334	582.0	95.56	94.0	109.0	10	7	10	27	33	213.72	56	52	54	6.6075	8.38	8.8525	3.0	42.0	20	100.09	54.0	12.0	10.0	57273.32727272741	30.359495255774107	18.657689121083536	-0.8907362980430662	60.00892804022385	22.0	0.0	2288.38181818192	61.0	56.4	8	7	35.0	2.0	2227.865405405465	8.0	21.0	17.0	3467.207894736509	17.0	19.0	3121.1055555556795	20.0	20.0	3086.1574999999257	21.0	3.0	5406.508333333302	43.0	1.0	1525.2068181769414	8.0	4.0	22279.24166666654	7.0	31	26	57	474.0	58.0	57.0	58.7	15.0	15
sub-pp072	15.0	14.66666667	12.0	41.66666667	41.33333333	298.0	25.04833333333333	592.0	110.34	79.0	93.0	10	7	7	24	47	230.15	55	52	53	10.895	12.99	12.585	4.0	47.0	14	132.62	53.333333333333336	13.0	10.0	53853.83913056747	11.55703899539941	37.6045090157848	31.73056535448456	78.5202182500135	32.0	1.0	1798.6818181240196	73.4	58.6	8	7	43.0	1.0	1688.4886363202877	9.0	19.0	20.0	2429.1128203563203	24.0	16.0	2687.5	28.0	12.0	2243.2824998378755	23.0	1.0	2930.162499904633	41.0	3.0	1374.7840909524398	7.0	5.0	47397.30833323797	8.0	8	11	19	318.0	71.0	75.0	66.0	17.0	15
sub-pp073	12.33333333	12.0	11.0	35.33333333	38.66666667	295.0	29.96333333333333	592.0	105.93	86.0	99.0	10	5	7	22	39	176.41	56	50	53	7.5925	8.883333333	14.8825	4.0	48.0	19	85.85	53.0	14.0	9.0	56449.50869565222	20.022074176171884	67.72129370609332	29.22388888852145	30.49143488160871	22.0	2.0	2434.0041666666416	66.2	49.8	7	4	35.0	1.0	2312.0064999999886	9.0	23.0	17.0	3197.492499999958	28.0	11.0	3825.0512820513777	39.0	1.0	3244.2649999999207	15.0	9.0	4542.399999999907	42.0	2.0	1751.3863636363635	8.0	4.0	38183.70833333349	8.0	32	30	62	391.0	90.0	57.0	58.0	17.0	11
sub-pp074	15.0	15.33333333	13.33333333	43.66666667	38.66666667	300.0	22.491666666666664	592.0	102.21	76.0	89.0	9	6	8	23	42	181.81	54	51	50	7.0875	8.386666667	9.9975	4.0	49.0	15	104.88	51.66666666666666	14.0	9.0	42013.434782608696	2.8732227488151807	63.69517532826882	38.18662897386298	37.0949944269936	30.0	1.0	1909.3870967741937	55.6	56.4	6	7	40.0	1.0	1865.0487804878048	7.0	22.0	17.0	3217.179487179488	19.0	21.0	2992.175	21.0	17.0	3037.7894736842104	21.0	3.0	4766.416666666667	44.0	0.0	1708.4545454545455	6.0	4.0	49612.4	7.0	8	12	20	441.0	62.0	70.0	56.0	14.0	13
sub-pp076	12.66666667	13.0	11.0	36.66666667	36.0	298.0	30.01333333333333	596.0	90.97	86.0	100.0	9	3	6	18	48	189.75	56	52	52	6.515	7.133333333	6.9925	4.0	52.0	19	112.72	53.333333333333336	11.0	12.0	51445.739130434784	24.114475012066123	36.78873239436615	13.357480547621378	76.80330936668969	30.0	0.0	1814.7666666666669	62.4	52.8	7	4	40.0	2.0	1859.2476190476189	8.0	21.0	17.0	3597.5526315789475	28.0	12.0	1998.35	38.0	2.0	2041.2	16.0	8.0	4421.916666666667	40.0	4.0	1726.7045454545455	9.0	3.0	30934.916666666668	8.0	10	10	20	318.0	87.0	70.0	57.6	16.0	11
sub-pp077	14.33333333	12.33333333	10.33333333	37.0	30.66666667	288.0	27.47	590.0	97.78	61.0	72.0	9	4	8	21	34	311.15	56	50	54	9.475	11.32333333	12.0175	3.0	38.0	20	96.09	53.333333333333336	7.0	16.0	10171.95652173913	37.740155446276844	59.83468032777603	54.00148916816647	56.84020104872468	25.0	1.0	2300.2853846153844	54.4	49.2	6	6	34.0	2.0	2429.4166666666665	6.0	22.0	18.0	1722.1	25.0	15.0	1013.725	26.0	14.0	1063.65	15.0	9.0	3588.125	40.0	4.0	1517.481818182902	6.0	6.0	16995.833333333332	6.0	22	21	43	447.0	73.0	59.0	51.8	12.0	12
sub-pp078	12.33333333	12.66666667	7.0	32.0	24.0	294.0	26.813333333333333	594.0	91.31	51.0	60.0	9	6	7	22	42	230.5	56	51	49	6.9	9.126666667	8.6725	4.0	50.0	20	93.81	52.0	1.0	22.0	21749.87391304289	21.111111103048643	46.45272635634035	40.22960948603202	83.39279719866232	20.0	2.0	2579.8136363645845	61.0	57.4	5	5	30.0	3.0	2490.9878787883754	6.0	22.0	17.0	1736.14358974401	26.0	13.0	3040.753846153999	32.0	7.0	3106.976923076579	15.0	9.0	5259.154166666791	41.0	3.0	1517.7068181796508	6.0	5.0	78706.20909090815	7.0	21	21	42	264.0	80.0	50.0	59.2	13.0	10
sub-pp083	12.0	12.0	9.333333333	33.33333333	33.33333333	300.0	27.876666666666665	592.0	129.12	77.0	90.0	7	0	4	11	40	260.19	56	44	52	9.8	16.68	17.9	3.0	56.0	20	112.15	50.66666666666666	9.0	2.0	121108.69090909309	-1.2465116298475891	55.20224359108204	66.20783799342524	55.077777779764574	28.0	1.0	1983.117241379516	66.0	61.2	7	7	41.0	0.0	1870.678048781142	8.0	18.0	19.0	2885.8918918939057	23.0	12.0	3123.7599999998297	19.0	19.0	3178.62894736897	23.0	1.0	4457.970833335072	40.0	4.0	3183.34545454112	6.0	1.0	118943.85714285288	7.0	12	15	27	306.0	60.0	69.0	63.6	15.0	14
sub-pp085	17.0	15.33333333	12.33333333	44.66666667	40.0	291.0	24.88833333333333	594.0	96.18	76.0	86.0	9	6	5	20	39	238.03	56	49	47	7.5525	9.77	8.6875	5.0	50.0	20	105.12	50.66666666666666	10.0	13.0	48037.47826086924	19.5448637767862	83.37984494275827	14.70000001256784	41.236410082363705	27.0	2.0	2041.882758620741	66.0	58.8	6	8	41.0	2.0	1815.4892790706333	6.0	25.0	14.0	2172.9538461527764	30.0	10.0	2049.25999999959	27.0	13.0	2657.957500000112	16.0	8.0	3911.612500000745	39.0	5.0	1638.106818166646	8.0	4.0	47167.00833333284	6.0	16	15	31	468.0	82.0	68.0	62.4	12.0	14
sub-pp088	17.66666667	14.66666667	13.0	45.33333333	41.33333333	299.0	23.995	594.0	101.19	85.0	99.0	9	7	5	21	42	190.1	56	51	53	7.145	10.16666667	11.0325	4.0	48.0	19	95.84	53.333333333333336	15.0	8.0	46852.19999999974	22.63662702294795	78.27204574983733	52.67835359681709	48.93374182983433	26.0	2.0	1916.0892857142856	80.6	67.2	8	6	39.0	1.0	1968.555000000447	7.0	24.0	16.0	2464.627499999106	25.0	15.0	2461.435000000894	28.0	12.0	2123.625	20.0	4.0	4401.945833334699	42.0	2.0	1680.502272727476	8.0	4.0	45091.81666666766	9.0	15	14	29	321.0	77.0	65.0	73.9	16.0	14
sub-pp091	14.0	12.66666667	11.33333333	38.0	32.0	297.0	25.83	590.0	86.62	74.0	87.0	8	4	6	18	14	460.25	55	50	55	5.7625	7.52	9.225	3.0	41.0	5	100.37	53.333333333333336	9.0	14.0	47640.00869565198	23.25143726932282	46.78550723497415	9.975611070701632	33.1974462660624	23.0	3.0	2229.584615384372	71.8	64.8	7	4	37.0	2.0	2071.131846153856	5.0	18.0	20.0	3058.657894736744	23.0	16.0	2321.3256410255262	26.0	14.0	1920.4849999998696	15.0	9.0	4446.729166666589	37.0	7.0	1324.302272726189	11.0	1.0	29949.78333333352	8.0	9	10	19	421.0	67.0	60.0	68.3	13.0	11
sub-pp092	15.66666667	14.66666667	13.0	43.33333333	41.33333333	288.0	30.774999999999995	582.0	141.72	62.0	74.0	7	3	3	13	42	611.94	54	49	55	9.4825	13.18666667	15.5925	3.0	36.0	19	157.59	52.66666666666666	5.0	15.0	61139.06500000008	0.4211466926934122	52.02322694975402	15.568226954534223	52.19066760091647	15.0	0.0	3872.919999999957	71.0	62.6	9	3	28.0	0.0	4215.983857142867	7.0	22.0	15.0	3379.0351351350546	18.0	21.0	3337.238461538481	24.0	15.0	2969.5589743587548	8.0	16.0	8616.6875	40.0	4.0	1750.7250000008128	6.0	6.0	55283.84166666664	8.0	18	17	35	291.0	64.0	43.0	66.8	15.0	12
sub-pp093	16.33333333	16.0	13.0	45.33333333	40.0	298.0	25.91333333333333	594.0	91.53	85.0	99.0	8	7	8	23	44	243.97	55	52	55	6.515	8.656666667	9.61	4.0	48.0	20	84.68	54.0	16.0	7.0	43237.34782608696	15.009882038035189	54.936111128992536	39.06146369749666	25.421969674683965	24.0	2.0	2186.3076923076924	68.0	52.2	5	6	34.0	2.0	2254.75	6.0	27.0	12.0	2860.153846153846	29.0	11.0	2914.25	30.0	9.0	2653.948717948718	18.0	6.0	4154.791666666667	40.0	4.0	2284.3499999588184	6.0	6.0	27735.08333333333	8.0	21	22	43	369.0	86.0	58.0	60.1	14.0	11
sub-pp094	13.66666667	13.66666667	11.33333333	38.66666667	25.33333333	296.0	26.923333333333336	594.0	96.1	69.0	80.0	10	4	7	21	42	247.21	56	48	55	7.1525	9.096666667	9.4675	4.0	50.0	18	96.3	53.0	12.0	6.0	70813.67777777712	46.79618504238511	88.04450847714634	81.63989285256173	30.922306886198044	21.0	1.0	2631.66363636472	59.0	53.2	7	4	36.0	0.0	2274.4083333371414	7.0	24.0	15.0	2676.935897436661	23.0	17.0	2476.7349999979137	27.0	12.0	3188.558974356988	11.0	13.0	4196.554166667163	38.0	6.0	2326.0590909096327	6.0	5.0	29521.900000000544	6.0	21	19	40	447.0	74.0	57.0	56.1	13.0	11
sub-pp095	15.0	14.66666667	12.66666667	42.33333333	44.0	299.0	29.06833333333333	592.0	107.37	80.0	94.0	9	7	7	23	48	214.66	56	52	53	8.44	11.25	11.415	5.0	52.0	17	93.13	53.66666666666666	9.0	14.0	22795.81304348033	52.07757018960126	85.0536149978467	72.4280575796854	55.96355600343577	19.0	2.0	2773.64728570577	63.8	55.0	8	7	34.0	1.0	2329.9199999962534	5.0	22.0	17.0	2785.0589743546952	34.0	4.0	3141.352631579889	36.0	4.0	2739.607500004769	22.0	2.0	3697.429166669647	44.0	0.0	1796.263636372306	10.0	2.0	26696.524999996025	6.0	18	21	39	578.0	92.0	53.0	59.4	11.0	15
sub-pp099	12.33333333	11.0	11.0	34.33333333	34.66666667	293.0	35.218333333333334	592.0	111.87	75.0	85.0	10	4	5	19	48	256.57	56	48	53	6.085	8.72	10.3175	5.0	46.0	20	106.37	52.333333333333336	11.0	12.0	51876.782608695656	43.18574541305975	70.97604596180275	52.84070206456016	83.51609875255349	25.0	1.0	2197.730769230769	58.6	52.0	7	3	39.0	0.0	2045.4615384615383	8.0	21.0	19.0	2974.975	23.0	17.0	3034.425	24.0	15.0	3261.2051282051284	12.0	12.0	4270.541666666667	39.0	5.0	2089.343181805177	4.0	8.0	47913.083333333336	8.0	13	14	27	336.0	68.0	64.0	55.3	16.0	10
sub-pp105	16.0	14.33333333	13.33333333	43.66666667	42.66666667	297.0	24.425	594.0	91.38	79.0	90.0	10	8	6	24	48	162.4	56	52	54	5.9275	7.046666667	8.325	3.0	45.0	20	99.0	54.0	7.0	16.0	52832.8565217412	20.45478810413931	56.19928021701196	20.90924226139072	61.90856481017892	25.0	1.0	2276.357692305858	68.6	69.6	7	6	40.0	0.0	1996.950299991656	7.0	20.0	18.0	3006.468421045103	22.0	17.0	3139.3128205079297	29.0	10.0	2665.1487179474952	19.0	5.0	4956.204166650772	42.0	2.0	1939.5522727207704	12.0	0.0	67437.19166668256	7.0	13	13	26	360.0	71.0	65.0	69.1	14.0	13
sub-pp106	13.0	13.0	11.33333333	37.33333333	30.66666667	289.0	28.98	588.0	121.66	88.0	102.0	10	5	9	24	46	216.78	56	50	54	7.6275	12.89666667	10.5725	3.0	41.0	20	78.34	53.333333333333336	12.0	4.0	76749.98749999993	32.79158876321026	53.685176826493205	36.80000000733594	63.86715429070148	35.0	0.0	1696.2399999999575	53.2	45.6	7	6	45.0	0.0	1728.2066666666003	6.0	22.0	17.0	3013.7794871794968	27.0	12.0	2623.033333333448	37.0	3.0	2603.5874999999533	14.0	10.0	7053.63333333338	42.0	2.0	1966.9818181991573	11.0	1.0	54385.34166666648	5.0	12	6	18	309.0	86.0	80.0	49.400000000000006	11.0	13
sub-pp107	15.66666667	14.66666667	12.0	42.33333333	34.66666667	298.0	30.48166666666667	592.0	106.44	63.0	75.0	9	6	9	24	45	203.28	56	51	55	7.0175	8.403333333	11.9075	4.0	52.0	20	90.62	54.0	10.0	3.0	94448.5461538434	47.85753206870493	46.32303198756017	61.871069923751634	61.45280726174087	27.0	3.0	1966.24999999702	63.0	56.6	7	6	42.0	1.0	1718.7046511623748	7.0	21.0	19.0	686.95	21.0	19.0	1714.870000000298	20.0	20.0	1005.6949999973178	11.0	13.0	6699.3249999980135	42.0	2.0	1638.440909017216	8.0	4.0	44925.6749999995	7.0	4	7	11	333.0	62.0	69.0	59.8	14.0	13
sub-pp108	15.33333333	14.33333333	11.66666667	41.33333333	36.0	299.0	23.58333333333333	592.0	87.03	90.0	102.0	10	7	6	23	46	192.72	56	51	55	5.975	8.21	8.0175	4.0	45.0	20	81.12	54.0	12.0	9.0	57458.66666666658	10.859065416749443	38.24674972101912	26.19507044805607	69.18186958487945	30.0	0.0	1760.796666666586	65.6	52.4	5	8	37.0	4.0	1897.5585609756504	6.0	19.0	21.0	2906.917500000098	23.0	17.0	2866.437499999977	17.0	23.0	2648.9950000000417	22.0	2.0	5080.375	43.0	1.0	1982.8386363116176	8.0	4.0	46456.92499999997	8.0	18	20	38	455.0	59.0	67.0	59.0	14.0	13
sub-pp110	15.0	17.66666667	13.66666667	46.33333333	42.66666667	295.0	20.391666666666666	594.0	82.29	92.0	104.0	9	3	8	20	46	133.32	56	52	51	5.23	6.646666667	7.4775	4.0	46.0	20	93.4	53.0	13.0	10.0	47690.97826086957	27.62681934025352	72.29487173721526	20.23175119283576	47.90341274113882	30.0	1.0	1896.30322580376	86.0	88.8	9	10	42.0	0.0	1787.633333332482	9.0	27.0	12.0	2659.0692307673967	25.0	14.0	2755.910256404143	27.0	13.0	2796.7850000053645	22.0	2.0	4771.916666671634	43.0	1.0	1936.9136363593016	5.0	7.0	24736.775000000995	7.0	27	28	55	455.0	79.0	72.0	87.4	16.0	19
sub-pp111	14.66666667	17.0	15.33333333	47.0	40.0	288.0	32.24666666666667	592.0	109.03	74.0	85.0	10	7	6	23	34	621.43	55	50	47	9.0375	13.57	15.5575	2.0	32.0	17	157.0	50.66666666666666	8.0	13.0	58947.89047604516	18.74348173644097	36.86402454911951	12.232720098462435	67.20380530440644	24.0	3.0	2217.5174447270147	80.0	67.0	5	5	37.0	2.0	2723.1846154041777	5.0	23.0	16.0	2494.848718056312	22.0	18.0	2544.322499990464	21.0	18.0	3267.6205129867944	20.0	4.0	5526.929166634877	42.0	2.0	1855.5363636016848	9.0	3.0	63837.04166650772	8.0	19	18	37	369.0	66.0	61.0	73.5	13.0	10
sub-pp112	15.66666667	14.33333333	13.0	43.0	42.66666667	297.0	19.50166666666667	596.0	86.41	71.0	85.0	8	4	4	16	40	200.96	24	38	0	6.255	11.165	6.38	4.0	54.0	17	77.31	20.666666666666668	11.0	12.0	50481.68695652226	-0.8385886824535191	65.1514548069477	25.52671755725192	60.47535915621023	15.0	4.0	2982.378947367793	66.4	64.2	8	7	36.0	1.0	2360.6648648671203	9.0	29.0	11.0	2192.9124999940395	16.0	24.0	2393.0850000068544	19.0	21.0	1919.1324999943376	17.0	7.0	4765.6875	43.0	1.0	1437.7045454545455	8.0	4.0	44093.57499999801	9.0	17	21	38	486.0	64.0	51.0	65.30000000000001	18.0	15
sub-pp114	14.33333333	13.66666667	12.0	40.0	44.0	299.0	28.166666666666668	590.0	101.03	68.0	78.0	8	8	6	22	46	256.44	56	51	51	7.2125	7.95	10.8375	4.0	49.0	16	99.75	52.66666666666666	8.0	15.0	39797.04782608799	19.388328932982347	55.509585599911816	26.184507061058355	76.4743055775275	27.0	2.0	2050.783689653528	43.8	48.4	7	4	40.0	2.0	1737.7690476189766	9.0	21.0	18.0	3360.848717948183	23.0	17.0	3720.9199999999255	25.0	15.0	3033.414999999851	13.0	11.0	7240.841666667412	41.0	3.0	1684.993181857196	11.0	1.0	37557.47499999901	9.0	13	12	25	424.0	69.0	67.0	46.1	18.0	11
