participant_id	purdue_dh_avg	purdue_ndh_avg	purdue_both_avg	purdue_dh_ndh_both_avg	purdue_assembly_avg	ran_tot_acc	ran_tot_rt	reading_text_acc	reading_text_rt	cvlt_tot_imm	cvlt_tot_recall	spelling_regular_acc	spelling_irregular_acc	spelling_pseudo_acc	spelling_tot_acc	spoon_acc	spoon_rt_manual	regular_acc	irregular_acc	pseudo_acc	regular_rt	irregular_rt	pseudo_rt	non_word_rep_span	non_word_rep_acc	phon_suppr_acc	phon_suppr_rt_manual	wordreading	apm_corr	apm_incorr	apm_rt	alerting	orienting	reorienting	inhibition	rtt_sub_corr	rtt_sub_incorr	rtt_sub_rt	finger_tapping_dominant	finger_tapping_nondominant	digit_for_span	digit_back_span	rtt_sum_corr	rtt_sum_incorr	rtt_sum_rt	corsi_back_span	brocanto_corr1	brocanto_incorr1	brocanto_rt1	brocanto_corr2	brocanto_incorr2	brocanto_rt2	brocanto_corr3	brocanto_incorr3	brocanto_rt3	mlat5_corr	mlat5_incorr	mlat5_rt	cvlt_long_corr	cvlt_long_incorr	cvlt_long_rt	artgram_corr	artgram_incorr	artgram_rt	corsi_for_span	amma_tonal	amma_rhythm	amma_total	hindi_score_weighted	brocanto	arith	fingertap	span_visual	span_verbal
sub-pp115	11.66666667	12.0	9.0	32.66666667	21.33333333	298.0	32.075	588.0	152.44	41.0	46.0	7	2	2	11	14	342.47	56	46	50	9.9175	12.37666667	14.2775	4.0	38.0	4	94.91	50.66666666666666	3.0	20.0	14101.704347826864	37.67437813854144	52.04975566020346	39.10585554533168	111.3486842166884	17.0	1.0	3143.2055555598604	47.4	46.6	6	3	30.0	2.0	3121.046875002794	5.0	21.0	15.0	3875.50833333532	22.0	16.0	3992.3500000003137	17.0	21.0	4063.202631575497	6.0	18.0	5800.254166665177	37.0	7.0	2003.6068183508787	3.0	6.0	40818.68888889419	4.0	9	12	21	318.0	60.0	47.0	47.0	9.0	9
sub-pp116	12.33333333	11.66666667	10.66666667	34.66666667	30.66666667	286.0	53.40166666666666	566.0	180.0	39.0	44.0	8	2	4	14	36	338.22	54	42	51	16.3325	18.75666667	25.75	4.0	39.0	17	139.84	49.0	12.0	7.0	62631.557894736725	59.05344464268535	90.26232140310252	19.970921969582832	22.834237356426968	18.0	0.0	2977.777777777778	42.8	37.2	4	4	30.0	1.0	2759.425806451619	8.0	21.0	18.0	2233.507692307712	25.0	15.0	2180.374999999977	22.0	17.0	1931.9025641025928	12.0	12.0	6712.229166666589	35.0	9.0		7.0	3.0	29623.900000000373	7.0	11	10	21	336.0	68.0	48.0	40.0	15.0	8
sub-pp117	14.33333333	12.33333333	11.0	37.66666667	30.66666667	299.0	24.416666666666668	594.0	65.97	62.0	71.0	8	2	6	16	43	286.57	54	52	51	8.7125	11.35666667	14.3725	4.0	44.0	19	94.12	52.333333333333336	13.0	10.0	40660.69565217393	13.176592890677398	36.10643292378381	25.34295774647888	53.69990878686531	22.0	1.0	2587.0	56.2	53.0	7	8	31.0	1.0	2768.28125	7.0	19.0	20.0	3314.589743589744	26.0	13.0	3472.128205128205	32.0	8.0	3209.85	21.0	3.0	5011.4583333333285	39.0	5.0	2388.7272727272725	10.0	2.0	42785.333333333336	7.0	32	31	63	527.0	77.0	53.0	54.6	14.0	15
sub-pp118	12.33333333	11.66666667	10.33333333	34.33333333	30.66666667	295.0	24.51333333333333	594.0	92.97	80.0	94.0	9	6	6	21	44	311.66	56	51	56	6.675	7.366666667	8.395	4.0	42.0	18	122.06	54.333333333333336				32.97110442905455	68.63953592834656	16.44992345789052	39.36990242791876	20.0	4.0	2488.6056666666664	56.4	49.4	5	5	29.0	3.0	2625.550000000745	6.0	23.0	16.0	3860.5589743485816	26.0	13.0	3403.0717948644588	22.0	18.0	3231.020000001788	9.0	15.0	5471.7624999980135	43.0	1.0	1789.006818142804	8.0	3.0	36123.98181816665	7.0	21	20	41	270.0	71.0	49.0	52.9	13.0	10
sub-pp119	13.66666667	13.0	13.33333333	40.0	42.66666667	297.0	28.468333333333334	594.0	88.31	79.0	94.0	10	7	8	25	46	377.91	55	49	41	7.18	8.386666667	12.67	3.0	40.0	20	140.59	48.333333333333336	16.0	4.0	61406.95	42.784354943556025	66.81287421542572	27.25474452276296	90.00728856490986	25.0	0.0	2369.88	62.6	61.0	7	5	40.0	1.0	1994.5853658536585	8.0	25.0	15.0	3496.95	26.0	12.0	3382.157894736842	36.0	4.0	2987.2	21.0	3.0	4175.416666666667	42.0	2.0	1841.093181826852	10.0	2.0	58771.0	8.0	15	12	27	297.0	87.0	65.0	61.8	16.0	12
sub-pp120	17.0	14.66666667	13.66666667	45.33333333	44.0	291.0	24.30666666666667	580.0	106.97	85.0	99.0	8	6	6	20	40	207.69	56	52	44	8.4575	10.54	15.7775	4.0	39.0	17	108.81	50.66666666666666	15.0	8.0	37747.3086956558	25.45386117766003	60.98631531080304	57.41022835428129	73.79913195057048	25.0	1.0	2249.007692307234	67.0	55.8	6	6	37.0	1.0	2205.778947365912	8.0	32.0	7.0	2635.1538461507894	37.0	3.0	2507.060000000894	38.0	2.0	2492.852500003576	20.0	4.0	4992.837500000994	41.0	3.0	1597.5840908830817	6.0	6.0	46116.35000000397	8.0	21	20	41	315.0	107.0	62.0	61.4	16.0	12
sub-pp124	15.0	15.33333333	12.0	42.33333333	48.0	298.0	20.466666666666665	580.0	104.66	61.0	72.0	6	4	5	15	45	245.94	55	48	51	8.19	10.02333333	11.1425	4.0	51.0	20	105.07	51.333333333333336	12.0	11.0	46296.26956521947	20.467934301700893	45.203605276050325	12.449212319518836	57.89206950557343	33.0	3.0	1634.8055555522442	70.0	62.8	9	6	42.0	3.0	1735.951111111376	7.0	20.0	19.0	2455.858974358974	35.0	5.0	2618.222500000894	38.0	2.0	2953.8049999967216	22.0	2.0	3213.124999990066	38.0	6.0	1566.006818229502	7.0	4.0	48286.23636363853	7.0	22	23	45	357.0	93.0	75.0	66.4	14.0	15
sub-pp125	15.0	17.0	13.33333333	45.33333333	29.33333333	297.0	26.375	594.0	79.87	97.0	111.0	8	8	5	21	44	272.78	56	52	52	6.105	7.99	10.5225	4.0	47.0	12	97.47	53.333333333333336	5.0	18.0	46052.65217391304	12.02404738811208	34.77248413890305	36.89893595258423	50.891230378533805	19.0	2.0	2526.714285714286	69.0	63.4	6	5	31.0	1.0	2716.40625	6.0	19.0	19.0	2670.6052631578946	32.0	8.0	2598.475	34.0	6.0	2822.5	23.0	1.0	2554.7916666666665	43.0	1.0	1781.595454562794	8.0	3.0	35426.27272727273	7.0	24	23	47	360.0	85.0	50.0	66.2	13.0	11
sub-pp126	15.0	15.0	12.33333333	42.33333333	41.33333333	295.0	29.69	586.0	98.0	92.0	108.0	10	6	7	23	45	222.75	55	51	49	6.4125	7.87	10.2025	4.0	41.0	18	106.62	51.66666666666666	5.0	18.0	29987.0826086998	40.00595955704205	30.039963392110963	13.7443013347563	39.2681587406945	25.0	1.0	2278.8692307632705	56.0	49.2	5	5	32.0	1.0	2645.1454545422034	5.0	17.0	23.0	1695.2549999967218	23.0	17.0	1734.1850000023842	14.0	26.0	1351.1800000041724	16.0	8.0	6925.116666667163	42.0	2.0	1745.2568182078276	9.0	3.0	43065.01666666567	7.0	10	10	20	306.0	54.0	57.0	52.6	12.0	10
sub-pp127	12.33333333	11.66666667	10.33333333	34.33333333	26.66666667	298.0	32.48666666666667	590.0	109.78	79.0	90.0	6	3	6	15	42	360.01	55	50	52	8.04	9.71	11.5775	3.0	42.0	17	100.16	52.333333333333336	9.0	14.0	36373.81739129191	21.045568824638565	46.05656882302651	32.91063218390809	112.93830163644408	20.0	2.0	2468.686363653703	58.6	50.6	5	4	33.0	2.0	2432.0800000326976	6.0	20.0	19.0	1453.4461538363726	19.0	21.0	1784.362499988079	19.0	21.0	1410.6	16.0	8.0	6026.187499990066	40.0	4.0	1751.7045454545455	7.0	5.0	36920.61666665474	8.0	2	1	3	366.0	58.0	53.0	54.6	14.0	9
sub-pp128	12.66666667	12.33333333	9.0	34.0	21.33333333	300.0	43.28666666666666	596.0	129.38	46.0	52.0	7	2	4	13	45	298.37	56	47	55	10.66	15.80333333	15.835	3.0	44.0	20	127.62	52.66666666666666	7.0	10.0	71288.22352941203	-1.563326445606549	40.53714280809686	9.549603666975829	83.04462510816495	18.0	0.0	3230.255555555845	44.2	47.2	5	4	27.0	1.0	3297.346428571269	6.0	19.0	16.0	3805.205714286012	19.0	18.0	3897.7459459451807	20.0	16.0	4115.188888888392	6.0	17.0	10097.886956522325	16.0	28.0	2065.161363710057	8.0	4.0	68851.42499999981	6.0	11	12	23	318.0	58.0	45.0	45.7	12.0	9
sub-pp129	16.0	14.0	12.0	42.0	42.66666667	297.0	23.976666666666663	594.0	86.13	73.0	84.0	10	6	4	20	45	149.62	55	52	54	5.8725	7.383333333	7.8025	4.0	54.0	18	74.0	53.66666666666666	12.0	11.0	45472.395652173655	26.23558897243106	30.260760366394152	-1.901106356330274	80.31227664494429	26.0	2.0	2060.1500000059605	67.4	60.6	6	4	40.0	1.0	1946.521951222565	7.0	20.0	19.0	1786.5717948721006	33.0	7.0	2034.725000000745	26.0	14.0	1628.1450000010432	18.0	6.0	3593.6333333303533	42.0	2.0	1602.5454545454545	11.0	1.0	32865.766666668154	6.0	17	17	34	402.0	79.0	66.0	64.0	13.0	10
sub-pp133	15.0	16.66666667	14.0	45.66666667	36.0	295.0	34.156666666666666	578.0	123.25	86.0	100.0	8	1	8	17	40	188.79	55	51	52	8.96	11.68	16.0925	4.0	56.0	18	76.9	52.66666666666666	10.0	13.0	46245.24782608644	29.68268292682928	47.77470312670226	15.588135962523154	60.88366179275266	26.0	0.0	2230.2538461478857	66.2	56.2	8	5	39.0	0.0	2058.9745128229583	7.0	27.0	12.0	3319.905128200849	32.0	8.0	3163.90000001043	40.0	0.0	3090.444999995828	12.0	12.0	6792.0	43.0	1.0	1964.1136363636365	5.0	6.0	38613.28181818398	7.0	17	17	34	516.0	99.0	65.0	61.2	14.0	13
sub-pp135	17.33333333	15.33333333	13.0	45.66666667	48.0	300.0	22.918333333333333	594.0	99.35	95.0	111.0	10	7	8	25	44	225.06	56	52	55	7.4775	9.09	10.68	5.0	53.0	20	122.32	54.333333333333336	14.0	9.0	43567.90434782401	15.635514000865896	50.29976363244066	6.054700829302874	41.84503790010615	24.0	5.0	2042.63793103474	82.0	68.6	7	8	43.0	0.0	1875.046511627907	8.0	25.0	14.0	2664.9153846164163	31.0	9.0	3359.232499999553	30.0	9.0	2709.32820512832	16.0	8.0	4197.395833332713	43.0	1.0	2042.002272757617	8.0	4.0	49726.90000000099	7.0	21	21	42	476.0	86.0	67.0	75.3	15.0	15
sub-pp137	17.66666667	18.0	15.0	50.66666667	49.33333333	294.0	31.933333333333334	578.0	126.9	70.0	82.0	7	2	7	16	41	181.75	56	49	55	9.2125	11.07333333	16.6875	3.0	33.0	16	72.1	53.333333333333336	8.0	15.0	17096.36086955537	45.70240507125857	80.32393936369743	27.80824734992592	85.41430718408839	22.0	3.0	2305.2639999914168	68.4	64.2	6	4	32.0	2.0	2440.085294118699	7.0	26.0	13.0	2516.048717949635	27.0	13.0	3241.154999993741	18.0	21.0	3622.2564102548818	20.0	4.0	3988.662499996523	40.0	4.0	1500.2136363549666	8.0	4.0	23521.69166667263	5.0	22	22	44	539.0	71.0	54.0	66.30000000000001	12.0	10
sub-pp145	16.33333333	15.33333333	13.0	44.66666667	37.33333333	298.0	25.17833333333333	596.0	115.65	91.0	105.0	9	5	4	18	45	403.75	55	52	54	8.89	9.323333333	13.3275	3.0	38.0	17	89.97	53.66666666666666	12.0	9.0	58349.719047603154	36.51503209614259	39.560156941148136	41.34348178370897	69.92034809365873	27.0	1.0	2040.9928571156088	69.0	73.4	7	4	40.0	1.0	1913.6609756132448	7.0	24.0	15.0	3366.733333349228	40.0	0.0	3085.0625000059604	40.0	0.0	3289.805000013113	17.0	7.0	6273.554166644812	42.0	2.0	1705.209091099826	11.0	1.0	52425.56666670243	5.0	12	13	25	324.0	104.0	67.0	71.2	12.0	11
sub-pp147	15.33333333	15.0	14.33333333	44.66666667	42.66666667	298.0	27.255	594.0	84.19	78.0	91.0	9	8	6	23	45	238.72	56	52	54	6.7625	9.146666667	11.665	4.0	45.0	20	87.0	54.0	6.0	11.0	77832.05294117551	18.60121704297461	49.22809896963531	17.556737426324958	59.82189011113081	16.0	0.0	2862.8875000001863	73.2	63.8	7	5	32.0	2.0	2874.997058824143	6.0	26.0	13.0	2308.951282051607	34.0	6.0	2709.6725000004285	32.0	7.0	2534.066666667469	20.0	4.0	3011.7291666666665	42.0	2.0	1408.6454545801337	7.0	5.0	35215.89166666629	6.0	21	19	40	358.0	92.0	48.0	68.5	12.0	12
sub-pp149	15.0	13.33333333	10.0	38.33333333	37.33333333	297.0	21.87833333333333	584.0	74.47	92.0	106.0	10	6	9	25	47	118.41	55	52	55	5.5375	7.456666667	9.5725	4.0	54.0	17	65.72	54.0	15.0	6.0	61590.78095237982	17.029192282970143	55.739862532260815	15.348468246725758	32.29199747239426	27.0	0.0	2113.3185185238167	79.0	79.4	9	7	37.0	1.0	2127.381578925409	7.0	28.0	11.0	2152.5717948644588	30.0	10.0	2710.0174999952314	34.0	6.0	2606.552500012517	23.0	1.0	2708.6624999990067	43.0	1.0	1897.018181670796	10.0	1.0	80906.7636363723	8.0	27	28	55	530.0	92.0	64.0	79.2	15.0	16
sub-pp150	16.33333333	13.66666667	14.33333333	44.33333333	45.33333333	298.0	30.113333333333333	594.0	105.56	76.0	88.0	10	6	7	23	37	244.93	55	51	54	7.3675	9.466666667	12.865	3.0	37.0	17	75.65	53.333333333333336	8.0	9.0	72889.02941177873	26.21185929647981	63.35252817904217	17.69501050935969	55.864216192236086	30.0	1.0	1920.705774215083	79.8	79.4	6	6	40.0	1.0	1797.3048780313352	6.0	27.0	11.0	2412.4710526340887	29.0	11.0	2469.8499999940395	15.0	24.0	2961.664102566548	15.0	9.0	4976.566666712363	42.0	2.0	1516.6931818215685	10.0	2.0	41152.24166667461	9.0	11	12	23	318.0	71.0	70.0	79.6	15.0	12
sub-pp151	17.33333333	12.66666667	12.0	42.0	46.66666667	294.0	30.32166666666667	590.0	84.12	69.0	80.0	9	6	9	24	46	193.35	56	52	55	6.8025	8.323333333	9.54	4.0	54.0	19	85.81	54.333333333333336	12.0	2.0	88766.47142856462	1.46161623241926	74.28369120743673	38.72897102915289	90.911126940548	21.0	1.0	2654.84545454112	63.8	50.6	8	5	35.0	0.0	2383.934285715648	8.0	23.0	15.0	2733.0026315701634	34.0	5.0	2480.9974358968248	36.0	4.0	2253.05000000149	23.0	1.0	2495.4625000009933	42.0	2.0	1600.5818180170927	9.0	3.0	39422.66666666666	7.0	24	22	46	518.0	93.0	56.0	57.2	15.0	13
sub-pp152	14.66666667	12.66666667	11.0	38.33333333	36.0	299.0	25.641666666666666	586.0	143.97	73.0	81.0	7	2	8	17	45	184.9	56	51	54	11.005	11.08333333	17.3225	4.0	57.0	19	94.81	53.66666666666666	9.0	14.0	25931.921739122143	23.904982167744265	38.68106382439578	9.244660697456425	51.53986619560448	27.0	2.0	2029.9758620755424	66.2	60.8	9	6	38.0	2.0	1990.0725000143048	5.0	17.0	22.0	3117.017948700832	28.0	12.0	2856.895000016689	30.0	10.0	3030.2675000071526	14.0	10.0	5970.287500003974	40.0	4.0	1798.5045455585823	7.0	5.0	33221.40000003576	9.0	23	22	45	354.0	75.0	65.0	63.5	14.0	15
sub-pp155	14.66666667	14.66666667	11.0	40.33333333	36.0	248.0	27.38	592.0	117.72	70.0	81.0	6	3	7	16	42	206.0	0	0	0	7.49	9.31	9.72			19	91.22	0.0	10.0	13.0	28548.25652168108	35.14943791914379	34.840529828928766	11.444785148151707	38.2115107917046	25.0	1.0	2269.253846186858	67.4	54.8	6	5	37.0	1.0	1997.807894706726	8.0	25.0	15.0	2229.422499966621	16.0	24.0	1847.219999945164	19.0	21.0	948.2174999833107	13.0	11.0	4841.508333305518	42.0	2.0	1520.404545454647	6.0	6.0	32286.34166665872	7.0	13	13	26	303.0	60.0	62.0	61.1	15.0	11
sub-pp156	14.0	14.0	12.66666667	40.66666667	33.33333333	298.0	30.566666666666663	578.0	143.41	72.0	83.0	5	2	6	13	37	351.22	55	45	52	12.205	16.64333333	19.345	3.0	39.0	18	119.84	50.66666666666666	5.0	18.0	43561.4173913002	38.08148347815717	71.32777777781126	9.658148148191115	59.370311075180666	23.0	0.0	2560.9173913105674	69.2	64.4	5	5	35.0	0.0	2426.557142850331	7.0	22.0	17.0	3156.86153847132	23.0	16.0	3095.5769230555265	20.0	20.0	2881.5999999940395	16.0	8.0	5577.575000007947	40.0	4.0	1965.88863636384	10.0	2.0	64523.50000000993	5.0	13	17	30	312.0	65.0	58.0	66.80000000000001	12.0	10
sub-pp158	15.66666667	15.33333333	14.33333333	45.33333333	41.33333333	296.0	28.793333333333333	590.0	100.09	68.0	78.0	8	6	7	21	38	254.31	56	50	51	7.6475	9.78	10.46	3.0	35.0	12	83.09	52.333333333333336	8.0	15.0	35255.65217391304	25.72358103067478	30.33603519661375	30.418052003399566	41.02624113476713	17.0	3.0	2756.7	69.2	69.4	7	4	30.0	5.0	2364.9142857142856	7.0	21.0	19.0	1730.325	23.0	17.0	1949.225	26.0	14.0	1374.675	21.0	3.0	3922.25	42.0	2.0	1485.0295454545412	8.0	4.0	26272.166666666668	6.0	18	18	36	306.0	70.0	47.0	69.30000000000001	13.0	11
sub-pp159	14.33333333	14.66666667	11.66666667	40.66666667	36.0	299.0	23.16	596.0	103.34	71.0	85.0	7	4	7	18	46	257.59	56	51	45	6.5325	8.326666667	11.2675	4.0	45.0	18	143.81	50.66666666666666	12.0	3.0	80161.44000000003	31.862515487883343	28.847634011826585	33.39545460903281	35.31689792145983	25.0	1.0	2242.3038461538245	66.0	55.2	7	5	40.0	0.0	1984.4149999999208	7.0	33.0	6.0	2876.971794871876	31.0	8.0	2276.635897435821	34.0	6.0	2755.8424999999115	16.0	8.0	3889.808333333504	44.0	0.0	1536.674999887293	8.0	4.0	59396.80833333331	9.0	11	12	23	342.0	98.0	65.0	60.6	16.0	12
sub-pp160	14.66666667	14.0	11.33333333	40.0	36.0	299.0	26.14	590.0	103.0	70.0	83.0	8	4	6	18	45	251.91	54	49	48	7.995	10.31	11.9425	4.0	37.0	16	100.35	50.333333333333336	14.0	9.0	39443.339130434	25.479678278722645	88.82842127206021	60.84931679498203	43.32914409320381	20.0	5.0	2313.5920000004767	63.2	51.8	7	4	33.0	4.0	2181.159459458815	8.0	21.0	16.0	2715.1756756772866	17.0	23.0	3032.725	23.0	16.0	2892.70000000107	18.0	6.0	4025.5833333283663	40.0	4.0	1540.713636363772	10.0	2.0	24898.899999996025	8.0	14	16	30	321.0	61.0	53.0	57.5	16.0	11
sub-pp161	13.66666667	15.0	12.33333333	41.0	44.0	293.0	22.328333333333333	584.0	103.3	77.0	89.0	7	5	4	16	34	248.0	55	50	45	6.9075	7.853333333	14.8975	4.0	54.0	16	94.06	50.0	11.0	12.0	47753.74782608903	32.793355601697215	66.20541329174421	40.49318307591688	89.06889406889405	24.0	0.0	2485.133333340287	85.4	63.0	6	4	30.0	1.0	2848.698000003461	9.0	26.0	13.0	3335.830769234743	32.0	7.0	2995.141025642554	30.0	9.0	3229.682051278078	16.0	8.0	3683.0249999960265	41.0	3.0	1866.386363636364	9.0	2.0	43116.836363646114	6.0	2	1	3	399.0	88.0	54.0	74.2	15.0	10
sub-pp162	16.66666667	16.0	13.66666667	46.33333333	37.33333333	295.0	28.61	592.0	88.65	75.0	88.0	9	7	7	23	47	346.06	56	52	53	7.325	8.773333333	15.26	4.0	44.0	18	121.35	53.66666666666666	9.0	14.0	54864.713043477226	16.222322210512516	56.67639027252574	29.57617835085091	68.21885819750736	15.0	1.0	3044.00625000149	62.4	61.8	6	5	34.0	1.0	2580.1085714263577	6.0	29.0	10.0	2334.9641025631854	26.0	14.0	2738.430000000447	27.0	13.0	2583.5999999996275	22.0	2.0	2828.9749999990067	42.0	2.0	1517.1181818233297	10.0	2.0	39989.73333332936	5.0	24	22	46	336.0	82.0	49.0	62.1	11.0	11
sub-pp163	14.66666667	12.66666667	11.0	38.33333333	40.0	299.0	23.766666666666666	590.0	75.46	94.0	110.0	9	7	4	20	22	282.35	56	49	47	5.7725	6.483333333	9.2025	4.0	49.0	10	85.09	50.66666666666666	7.0	16.0	22208.52173913044	23.295152337049444	48.8049645389014	18.50135210904961	54.193646351250834	20.0	5.0	2363.376959995232	61.4	52.8	7	6	34.0	2.0	2154.038888891538	7.0	19.0	21.0	3244.447499993444	19.0	21.0	3034.677499985695	28.0	12.0	2745.417500001192	23.0	1.0	2492.3624999982617	43.0	1.0	1544.3227272724564	9.0	3.0	42212.68333331744	9.0	13	13	26	371.0	66.0	54.0	57.1	16.0	13
sub-pp164	14.33333333	14.0	10.66666667	39.0	28.0	295.0	25.246666666666663	592.0	87.62	61.0	71.0	10	9	4	23	46	172.25	56	48	49	6.7975	8.616666667	9.25	4.0	47.0	20	98.16	51.0	12.0	11.0	50728.60434782764	38.920625275318514	45.05939560781769	41.32334401460531	61.53175324685981	29.0	2.0	1930.584838707755	66.0	58.6	6	4	40.0	0.0	1867.332500000298	7.0	18.0	22.0	2304.0300000026823	22.0	17.0	3248.033333329054	23.0	17.0	2302.890000000596	12.0	12.0	3828.950000000497	41.0	3.0	1732.6318181834438	10.0	2.0	71594.68333334725	5.0	15	18	33	324.0	63.0	69.0	62.3	12.0	10
sub-pp166	15.33333333	17.66666667	12.66666667	45.66666667	42.66666667	294.0	29.811666666666667	592.0	97.43	77.0	90.0	9	6	5	20	44	137.43	56	52	54	8.675	10.33333333	17.04	4.0	52.0	20	100.63	54.0	8.0	15.0	34229.57826087267	50.862891224153145	47.17406188960899	24.830560340472744	51.95778163441764	22.0	0.0	2532.890909081156	72.6	73.6	6	6	32.0	3.0	2522.1801142898016	7.0	20.0	20.0	3181.334999999404	20.0	18.0	3154.607894731196	20.0	19.0	2915.987179502463	20.0	4.0	5168.5291666686535	44.0	0.0	1693.7295454545792	6.0	2.0	102224.07500000298	6.0	22	19	41	458.0	60.0	54.0	73.1	13.0	12
sub-pp168	17.0	15.33333333	13.66666667	46.0	41.33333333	296.0	27.57166666666667	588.0	96.37	73.0	87.0	10	6	8	24	46	240.62	56	52	53	7.875	9.493333333	13.3375	3.0	43.0	19	85.5	53.66666666666666	10.0	13.0	49063.47826086924	32.884599002009736	98.74015637026356	11.034399451982324	47.70328014948126	24.0	1.0	2326.5040000000595	63.4	57.0	6	5	34.0	1.0	2404.474285714222	5.0	21.0	16.0	3418.754054053913	20.0	19.0	3833.397435897341	30.0	9.0	3888.366666666686	17.0	7.0	6472.570833332837	43.0	1.0	2672.050000003793	4.0	8.0	40566.6083333334	6.0	5	3	8	511.0	71.0	58.0	60.2	11.0	11
sub-pp169	16.0	15.66666667	12.33333333	44.0	42.66666667	299.0	20.896666666666665	594.0	69.0	90.0	105.0	10	8	7	25	48	155.22	56	51	52	5.89	7	6.55	4.0	57.0	20	86.28	53.0	13.0	10.0	39986.69565217391	4.5797463314608535	47.34113476462397	33.41029867451573	44.9391355128821	29.0	2.0	1861.064516129032	65.2	58.4	8	5	42.0	1.0	1914.148372093024	9.0	23.0	15.0	2606.342105263158	29.0	10.0	3040.948717948718	20.0	20.0	2883.5	21.0	3.0	2943.458333333333	44.0	0.0	2049.511363628236	10.0	2.0	32931.416666666664	7.0	22	21	43	327.0	72.0	71.0	61.8	16.0	13
sub-pp170	16.33333333	13.66666667	12.0	42.0	38.66666667	291.0	30.17	590.0	110.53	68.0	80.0	10	6	5	21	46	311.69	55	50	50	6.275	7.493333333	7.955	5.0	62.0	19	99.53	51.66666666666666	13.0	7.0	62155.57000000104	42.756616132135605	78.20430031771036	31.0906076672415	62.21337650405047	24.0	1.0	2362.803999999762	60.2	50.4	6	5	36.0	1.0	2256.497297297056	6.0	23.0	15.0	3563.7026315798103	29.0	9.0	3382.073684210056	31.0	8.0	3515.8205128193667	12.0	12.0	6959.491666665922	37.0	7.0	1902.6295454535973	5.0	7.0	32853.36666666592	6.0	14	15	29	541.0	83.0	60.0	55.3	12.0	11
sub-pp171	12.33333333	13.33333333	10.33333333	36.0	38.66666667	298.0	26.635	590.0	105.0	93.0	109.0	9	8	9	26	43	197.91	56	51	50	6.71	8.046666667	14.1025	4.0	45.0	17	90.56	52.333333333333336	12.0	2.0	88012.2785714524	22.9345168468218	34.31063829753418	-4.703546103010808	53.24274854377569	29.0	0.0	2059.368103439232	79.4	77.8	8	4	37.0	1.0	2159.1815789498783	9.0	32.0	7.0	3126.1051282149097	33.0	7.0	2838.5525000065563	31.0	9.0	2574.0975000053645	13.0	11.0	4491.637499993046	41.0	3.0	1769.077272718603	11.0	1.0	49576.09999999404	6.0	31	30	61	348.0	96.0	66.0	78.6	15.0	12
